,Unnamed: 0,id,created_at,username,location,following,followers,retweetcount,text,azure_polar,azure_class,blob_polar,blob_subj
595,595,1496575835352014850,2022-02-23 20:00:58+00:00,harveyenahm,Por aí,7,0,0,WhiteHouse Immediately cancel all Visas and Green Cards for Russians and Russians from the occupied Republics Make the sanctions as personal as Putins invasion UkraineRussia,-0.98,negative,-0.1,0.3
596,596,1496575811553566727,2022-02-23 20:00:53+00:00,Haider__Al1,"Islamabad, Pakistan",2612,102,0,Theres no honorable way to kill no gentle way to destroy There is nothing good in war Except its ending UkraineRussiaCrisis UkraineRussia UkraineRussiaCrisis,-1.0,negative,0.1333333333333333,0.46666666666666673
610,610,1496575250540249094,2022-02-23 19:58:39+00:00,NutmegDense,"Connecticut, USA",1318,974,3,UkraineRussia With the threat of a full scale Russian invasion Ukraine Foreign Minister Kuleba says Negotiations are underway to cover our airspace with NATO forces I am not sure what he is asking for,-0.9299999999999999,negative,-0.0062500000000000056,0.3909722222222222
659,659,1496573114876108803,2022-02-23 19:50:10+00:00,YKerrySara1,,93,119,0,Pax Romana Part 2 The NATO Alliance and Russia Hegemony in Eastern EuropeUkraineRussiaCrisis UkraineCrisis UkraineConflict ukrainerussia UkraineInvasion UkraineWar Russian RussiaUkraineCrisis Romania NATO Crimea Wars Diplomacy Putin,-0.42,neutral,0.0,0.0
666,666,1496573012669313034,2022-02-23 19:49:45+00:00,dawnmnewton,"LA,CA",3319,4074,2,Ukrainians are already savvy when it comes to crypto assets amp I have no doubt that many of them are turning to this technology to ensure that they can maintain access to their money justinwnewton CEO Netki UkraineRussia UkraineKonflikt Bitcoin BTC,0.78,positive,0.5,0.5
699,699,1496571235496509446,2022-02-23 19:42:42+00:00,EppleMedia,South Africa ,4772,1486,1,Blue Dog NEWS RussianEmbassy Decision to recognise DPR and LPR was made on humanitarian grounds aimed to protect civilians incl nationals from real threat to their lives amp safety posed by current regimeNewsDigest UkraineRussia Russian ReporterDiary,-0.11,neutral,0.05,0.2
725,725,1496570226632241155,2022-02-23 19:38:41+00:00,iwanttolearn,,4002,2974,4,Canada envoy reads Art 2 from UN CharterThere are no2nd class states in the UN no back of the bus nationsNo nation has the right to undermine the integrity of another nationDo what youre signed up to doUkraineRussia,-0.62,negative,0.14285714285714285,0.26785714285714285
728,728,1496570059564765196,2022-02-23 19:38:01+00:00,cw_mccullough,People’s Republic of Pineland,86,211,0,Dang the US is doing all of Russias propaganda work in the form of the news media Gonna have us doing nuke drills soon ukrainerussia,-0.88,negative,-0.1,0.1
745,745,1496569088428187649,2022-02-23 19:34:10+00:00,joelleyden,Israel New York,8208,4177,1,Kinzinger AdamKinzinger slams House Republicans damn awful antiBiden tweetThis is not the time to attack the President of the USFocus on Russia Biden Ukraine UkraineWillResist UkraineRussia GOPLeader POTUS,-1.0,negative,-1.0,1.0
764,764,1496568544376598529,2022-02-23 19:32:00+00:00,OverlookedInc,"San Francisco, CA",14,2625,1,Ukraines foreign ministry is telling any Ukrainians who are in Russia to leave immediately warning that it wont be able to offer help or consular servicesOverlooked UkraineRussia UkraineRussiaCrisis SubscribeNow22,-0.99,negative,0.1875,0.375
776,776,1496567981815517185,2022-02-23 19:29:46+00:00,CeeSofia,,201,111,0,KwaakResources Go home SpeakerPelosi youre drunk Ask warmonger potus JoeBiden about NordStream2 project in Russia UkraineRussia UkraineRussiaCrisis,-0.92,negative,-0.5,1.0
808,808,1496566971160309767,2022-02-23 19:25:45+00:00,MakeBankBro,United States,53,95,0,Imagine You Surived This Pandemic And Your Reward Is World War 3 amp Icing On The Cake Would Be You Getting Drafted First Round Ukraine Russia Ww3 wwiii pandemic plandemic ukrainerussia mindblowing wow,0.32,positive,0.049999999999999996,0.5777777777777778
824,824,1496566657573171202,2022-02-23 19:24:30+00:00,CiaranDMcC,"Derry, Ireland",2594,1149,0,In a bold move to implement sanctions on Russia Ireland have confirmed that they will not sell any Guinness nitrosurge cans to Putin until this crisis is resolved Commentators believe this may in fact be a step too far UkraineRussie ukrainerussia SanctionRussiaNow,-1.0,negative,0.2777777777777778,0.8888888888888888
831,831,1496566070320242695,2022-02-23 19:22:10+00:00,JonRootMusic,Indiana Dunes ,988,938,2,While Im aware of the situation going on in UkraineRussia I wont be distracted from our problems right here at home Were dealing with a myriad of civil rights issues an ongoing pandemic inflation and a rise in crime I understand NATO its purpose and the importance,-1.0,negative,0.26785714285714285,0.39285714285714285
835,835,1496565796436385792,2022-02-23 19:21:05+00:00,nwoupdate,"South Carolina, USA",3817,1885,0,Biden not only has said the N word he is supporting the largest neo nazi group in the world in Ukraine cant make it up ukrainerussia,-0.5900000000000001,negative,0.125,0.625
842,842,1496565535013838858,2022-02-23 19:20:03+00:00,haque_shamsi,"Islamabad, Pakistan",374,494,0,TMFLW Look who has just landed in Moscow a war zone May Allah Bless him with health and happiness always Ameen ImranKhan Pakistan Russia China POTUS ukrainerussia bbcnews RomeoCharlie29 faider JavedIqbalReal,0.15,neutral,0.7,0.2
843,843,1496565473571389443,2022-02-23 19:19:48+00:00,haque_shamsi,"Islamabad, Pakistan",374,494,0,Khanafsar999 ImranKhanPTI Look who has just landed in Moscow a war zone May Allah Bless him with health and happiness always Ameen ImranKhan Pakistan Russia China POTUS ukrainerussia bbcnews RomeoCharlie29 faider JavedIqbalReal,0.07999999999999999,neutral,0.7,0.2
844,844,1496565350959390733,2022-02-23 19:19:19+00:00,haque_shamsi,"Islamabad, Pakistan",374,494,0,Khanafsar999 MaryamNSharif Look who has just landed in Moscow a war zone May Allah Bless him with health and happiness always Ameen ImranKhan Pakistan Russia China POTUS ukrainerussia bbcnews RomeoCharlie29 faider JavedIqbalReal,0.07,neutral,0.7,0.2
847,847,1496565260400144390,2022-02-23 19:18:57+00:00,haque_shamsi,"Islamabad, Pakistan",374,494,0,epwingofficial RTcom fawadchaudhry PakinRussia Look who has just landed in Moscow a war zone May Allah Bless him with health and happiness always Ameen ImranKhan Pakistan Russia China POTUS ukrainerussia bbcnews RomeoCharlie29 faider JavedIqbalReal,0.07,neutral,0.7,0.2
848,848,1496565251013181442,2022-02-23 19:18:55+00:00,buffymuffy4444,,636,1401,1,ForrestRogers ryanjreilly Russians are bad at hiding doping athletics competitionsNow lying about time of eventsPutin must be crying amp yelling at his advisors for putting him in this spotOSINT UkraineRussia Russia Ukraine,-1.0,negative,-0.44999999999999996,0.6333333333333333
850,850,1496565180335017984,2022-02-23 19:18:38+00:00,haque_shamsi,"Islamabad, Pakistan",374,494,0,ShehryarAfridi1 ImranKhanPTI Look who has just landed in Moscow a war zone May Allah Bless him with health and happiness always Ameen ImranKhan Pakistan Russia China POTUS ukrainerussia bbcnews RomeoCharlie29 faider JavedIqbalReal,0.07,neutral,0.7,0.2
855,855,1496564748703473670,2022-02-23 19:16:55+00:00,haque_shamsi,"Islamabad, Pakistan",374,494,0,balochi5252 Look who has just landed in Moscow a war zone May Allah Bless him with health and happiness always Ameen ImranKhan Pakistan Russia China POTUS ukrainerussia bbcnews RomeoCharlie29 faider JavedIqbalReal,0.14,neutral,0.7,0.2
857,857,1496564714683437063,2022-02-23 19:16:47+00:00,haque_shamsi,"Islamabad, Pakistan",374,494,0,shahsabg ChineseEmbinRus mfarussia RusEmbPakistan zhangheqing EDNewsChina CaoYiMFA ImranKhanPTI SHABAZGIL InsafPK zlj517 Look who has just landed in Moscow a war zone May Allah Bless him with health and happiness always Ameen ImranKhan Pakistan Russia China POTUS ukrainerussia bbcnews RomeoCharlie29 faider JavedIqbalReal,0.0,neutral,0.7,0.2
858,858,1496564669779226634,2022-02-23 19:16:36+00:00,Chaudhary_1119,"Lahore, Pakistan",769,1919,1,Chaudhary1119 Look who has just landed in Moscow a war zone May Allah Bless him with health and happiness always Ameen ImranKhan Pakistan Russia China POTUS ukrainerussia bbcnews RomeoCharlie29 faider JavedIqbalReal,0.07,neutral,0.7,0.2
862,862,1496564494113423369,2022-02-23 19:15:54+00:00,haque_shamsi,"Islamabad, Pakistan",374,494,0,syedadeelahsan Abbasshabbir72 PTVNewsOfficial SAMAATV Look who has just landed in Moscow a war zone May Allah Bless him with health and happiness always Ameen ImranKhan Pakistan Russia China POTUS ukrainerussia bbcnews RomeoCharlie29 faider JavedIqbalReal,0.04000000000000001,neutral,0.7,0.2
866,866,1496564278589014016,2022-02-23 19:15:03+00:00,ponytail122,,374,2145,2,duty2warn KnudsenColleen Eight years ago after Russia annexed Ukraines Crimean Peninsula the USA and its allies harshly condemned the invasion and imposed economic sanctions on Russia Their economy after a recession started growing again Vladimir Putin remains in control UkraineRussia,-0.96,negative,0.0,0.44999999999999996
869,869,1496564141074657280,2022-02-23 19:14:30+00:00,haque_shamsi,"Islamabad, Pakistan",374,494,0,shahzeb Look who has just landed in Moscow a war zone May Allah Bless him with health and happiness always Ameen ImranKhan Pakistan Russia China POTUS ukrainerussia bbcnews RomeoCharlie29 faider JavedIqbalReal,0.15,neutral,0.7,0.2
871,871,1496564066864742400,2022-02-23 19:14:13+00:00,haque_shamsi,"Islamabad, Pakistan",374,494,0,claryco Look who has just landed in Moscow a war zone May Allah Bless him with health and happiness always Ameen ImranKhan Pakistan Russia China POTUS ukrainerussia bbcnews RomeoCharlie29 faider JavedIqbalReal,0.15,neutral,0.7,0.2
876,876,1496563853764739073,2022-02-23 19:13:22+00:00,haque_shamsi,"Islamabad, Pakistan",374,494,0,SkyNews Look who has just landed in Moscow a war zone May Allah Bless him with health and happiness always Ameen ImranKhan Pakistan Russia China POTUS ukrainerussia bbcnews RomeoCharlie29 faider JavedIqbalReal,0.16999999999999998,neutral,0.7,0.2
877,877,1496563691009064963,2022-02-23 19:12:43+00:00,haque_shamsi,"Islamabad, Pakistan",374,494,0,meherbokhari Look who has just landed in Moscow a war zone May Allah Bless him with health and happiness always Ameen ImranKhan Pakistan Russia China POTUS ukrainerussia bbcnews RomeoCharlie29 faider JavedIqbalReal,0.15,neutral,0.7,0.2
878,878,1496563601892597773,2022-02-23 19:12:22+00:00,haque_shamsi,"Islamabad, Pakistan",374,494,0,sidbh99 Look who has just landed in Moscow a war zone May Allah Bless him with health and happiness always Ameen ImranKhan Pakistan Russia China POTUS ukrainerussia bbcnews RomeoCharlie29 faider JavedIqbalReal,0.08000000000000002,neutral,0.7,0.2
880,880,1496563469956653063,2022-02-23 19:11:50+00:00,haque_shamsi,"Islamabad, Pakistan",374,494,0,Shafqatmm Look who has just landed in Moscow a war zone May Allah Bless him with health and happiness always Ameen ImranKhan Pakistan Russia China POTUS ukrainerussia bbcnews RomeoCharlie29 faider JavedIqbalReal,0.15,neutral,0.7,0.2
888,888,1496563348124622848,2022-02-23 19:11:21+00:00,haque_shamsi,"Islamabad, Pakistan",374,494,0,FoxNews Look who has just landed in Moscow a war zone May Allah Bless him with health and happiness always Ameen ImranKhan Pakistan Russia China POTUS ukrainerussia bbcnews RomeoCharlie29 faider JavedIqbalReal,0.15,neutral,0.7,0.2
889,889,1496563299684651009,2022-02-23 19:11:10+00:00,haque_shamsi,"Islamabad, Pakistan",374,494,0,FaisalKhokhar76 ImranKhanPTI Look who has just landed in Moscow a war zone May Allah Bless him with health and happiness always Ameen ImranKhan Pakistan Russia China POTUS ukrainerussia bbcnews RomeoCharlie29 faider JavedIqbalReal,0.08000000000000002,neutral,0.7,0.2
892,892,1496563094948089860,2022-02-23 19:10:21+00:00,haque_shamsi,"Islamabad, Pakistan",374,494,0,sardarsp Look who has just landed in Moscow a war zone May Allah Bless him with health and happiness always Ameen ImranKhan Pakistan Russia China POTUS ukrainerussia bbcnews RomeoCharlie29 faider JavedIqbalReal,0.15,neutral,0.7,0.2
902,902,1496562506390769672,2022-02-23 19:08:00+00:00,RizwanA14259157,"Punjab, Pakistan",1146,651,2,KaKaR101 p4pakipower Look who has just landed in Moscow a war zone May Allah Bless him with health and happiness always Ameen ImranKhan Pakistan Russia China POTUS ukrainerussia bbcnews RomeoCharlie29 faider 1Abdulbasit1,0.04000000000000001,neutral,0.7,0.2
906,906,1496562179323138051,2022-02-23 19:06:42+00:00,faizathefirst,"Jubail Industrial City, Eastern",90,32,5,AmbreenPTI1 Look who has just landed in Moscow a war zone May Allah Bless him with health and happiness always Ameen ImranKhan Pakistan Russia China POTUS ukrainerussia bbcnews RomeoCharlie29 faider 1Abdulbasit1,0.07999999999999999,neutral,0.7,0.2
914,914,1496561614014885904,2022-02-23 19:04:28+00:00,TariqMa68882043,,202,79,5,ImtiazButt79 InsafPK PTIofficial Asimp111 EjazAlamHR 03476295161FS LuqmanB05002275 Jutt0412 Syedabukhari0 NQSays Harusabaatifali FaisalKhokhar76 KinzaSiddiq Look who has just landed in Moscow a war zone May Allah Bless him with health and happiness always Ameen ImranKhan Pakistan Russia China POTUS ukrainerussia bbcnews RomeoCharlie29 faider 1Abdulbasit1,0.0,neutral,0.7,0.2
927,927,1496560709781573637,2022-02-23 19:00:52+00:00,ImSamMehar,"Sialkot, Pakistan",0,37,0,America and Europe must need to stay away from Russia and Ukrain war USA always put their allies into war for their own purposes and after that leave them alone and sell them weapons Ukraine and Russia need to solve this issue by table talkukrainerussia,-1.0,negative,0.6,1.0
933,933,1496560492818714625,2022-02-23 19:00:00+00:00,cookie_spoony,,527,85,1,Lets start with this If you cant show Ukraine on the map youre not eligible for your Ukraine takesUkraineRussiaCrisis UkraineRussia Ukraine RussiaUkraineCrisis MediaMafia,-1.0,negative,0.0,0.0
935,935,1496560422341812227,2022-02-23 18:59:44+00:00,ada_cpa,,117,6,0,Clever is who learns from the past mistakes Not even a jackass falls into the same pit twice PutinsWar UkraineRussiaCrisis UkraineRussia NoWar nowarinukraine RussiaUkraineConflict RussiaUcraina Russia Ukraina Russland Russlandkrise,-0.96,negative,-0.14583333333333334,0.5270833333333333
937,937,1496560321569464326,2022-02-23 18:59:20+00:00,CindyMunz,,5666,5152,4,Russian troops have never had diversity training so were for sure gonna win if we get in a war with them UkraineRussia,-0.96,negative,0.43333333333333335,0.4296296296296296
948,948,1496559565546082314,2022-02-23 18:56:19+00:00,johnbromo,london uk. ealing,527,390,3,This UkraineRussia war is just softening you up for war on ChinaOppose it,-1.0,negative,0.0,0.0
954,954,1496559177694543874,2022-02-23 18:54:47+00:00,sharmagandharvv,City of Joy & City of Rallies ,1815,224,1,Germany suspends billiondollar Nord Stream 2 pipeline with RussiaRead this report by sharmagandharvv on theindiasagaNordStream2 Russia GermanyUkraine UkraineRussiaUkraineCrisis UkraineConflictOlafScholz ForeignAffairsNews,-0.42,neutral,0.0,0.0
955,955,1496559109335830536,2022-02-23 18:54:31+00:00,pkpremsinghania,Noida,383,604,3,It is wellknown that Russia is superior militarily compared to Ukraine but what is the exact strength of both the countriesRussianArmy UkraineRussiaCrisis UkraineRussia,-0.76,negative,0.2833333333333333,0.4166666666666667
956,956,1496559091241598976,2022-02-23 18:54:26+00:00,haque_shamsi,"Islamabad, Pakistan",374,494,0,ARYNEWSOFFICIAL Look who has just landed in Moscow a war zone May Allah Bless him with health and happiness always Ameen ImranKhan Pakistan Russia China POTUS ukrainerussia bbcnews RomeoCharlie29 faider JavedIqbalReal,0.15,neutral,0.7,0.2
979,979,1496557374131548160,2022-02-23 18:47:37+00:00,DaftPunjabi,,86,70,2,Russian Army is literal beastRussia RussiaUkraineCrisis RussiaUkraineConflict Russian RussianArmy UkraineRussia Ukraineisrussia USSR SovietUnion,-0.37,neutral,0.0,0.0
980,980,1496557329088716805,2022-02-23 18:47:26+00:00,HHsirHKBaloch,"Balochistan, Pakistan",378,4116,1,HHsirHKBaloch p4pakipower Look who has just landed in Moscow a war zone May Allah Bless him with health and happiness always Ameen ImranKhan Pakistan Russia China POTUS ukrainerussia bbcnews RomeoCharlie29 faider 1Abdulbasit1,0.01999999999999999,neutral,0.7,0.2
